 DÉCADA 1960-1969,,,,,,,,
,,RESPONSABILIDAD DE PRODUCCIÓN,,,,,,
MXIM-AV-1-8-11,Fotografia della Famiglia Italiana,Instituto Nazionale Luce,,,"El Instituto LUCE, cuyas siglas significan Libera Unione Cinematográfica Educativa, fue creado en 1920 y funcionó como el principal órgano de propaganda del gobierno fascista italiano; en un principio, propiedad de una sociedad privada, se convirtió en 1924 en un organismo dependiente del Estado Fascista Italiano e instaló su sede en Roma, donde reside hasta hoy en día. En su vasta producción cinematográfica encontramos filmes de todos los géneros desde largometrajes de ficción hasta filmes documentales. Actualmente posee un archivo histórico sumamente vasto. (Fuente: www.luce.it y www.archivioluce.com). El Instituto Nacional de Nutrición (INN) es una institución dependiente del gobierno italiano que cuenta con una planta multidisciplinaria de expertos y profesionales en las diferentes áreas relacionadas con el estudio de la química en alimentos y la nutrición. Fundado en 1936 como un organismo dependiente del Consejo Italiano de Investigación Nacional, en 1958 se convirtió en una institución de investigación independiente, adscrito al Departamento de Agricultura, con financiamiento y apoyo del Departamento de Salud. Sus principales funciones son: Apoyar la investigación y difusión de estudios sobre nutrición y química en alimentos; colaborar constantemente con el Departamento de Agricultura y con el Departamento de Salud, y contribuir a la formación de estudiosos en dichas materias. (Fuente: http://www.maas.ccr.it/agrital/inn-ing.html)",,Donación,21/06/1905
MXIM-AV-1-8-12,Hanoi  Martes 13,Instituto Cubano del Arte e Industria Cinematográficos, ,"Instituto Cubano del Arte e Industria Cinematográficos, OSPAAAL","Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)","Santiago Álvarez Román Nace el 8 de marzo de 1919. Uno de los artífices más sobresalientes del cine cubano y figura destacada a nivel internacional. Su documental Now (1965), sobre la discriminación racial en los Estados Unidos, es considerado por especialistas como el antecedente del video clip actual. Realizó otras importantes obras como Ciclón, Muerte al invasor, Hanoi, martes 13, L.B.J. y 79 primaveras, clásicos de la filmografía contemporánea. Fundador y director por más de 20 años del Noticiero ICAIC Latinoamericano, su obra se destacó por la presencia activa del periodismo, el reflejo de importantes sucesos históricos como la guerra de Vietnam y la invasión mercenaria a Cuba en 1961, el genial uso del montaje y el empleo de la banda sonora como parte indisoluble de la acción dramática. Defendía la importancia del periodismo cinematográfico como enriquecedor del documental y afirmaba: ""Yo informo de acontecimientos a partir de ideas que tengo sobre esos acontecimientos."" Por su labor como cineasta recibió más de 80 primeros premios en festivales internacionales y concursos nacionales. Fue nombrado miembro de la Academia de Artes de la República Democrática Alemana y maestro perenne de la Escuela Internacional de Cine y Televisión de San Antonio de los Baños. Fue asesor del Ministro de Cultura de Cuba, Presidente de la Federación Nacional de Cine clubs y hasta 1986, fue miembro de la Asamblea Nacional del Poder Popular. Obtuvo los títulos de: Gran Brujo de los Andes y Cronista del Tercer Mundo. En su Honor, en la actualidad, se celebra anualmente, en la ciudad de Santiago de Cuba, el Festival Internacional de Documentales Santiago Álvarez In Memoriam. Fallece en la Ciudad de La Habana el 20 de mayo de 1998. (http://www.cubacine.cu/realizad/salvarez.html)",Donación,21/06/1905
MXIM-AV-1-8-13,Hasta la victoria siempre,Instituto Cubano del Arte e Industria Cinematográficos, ,Instituto Cubano del Arte e Industria Cinematográficos,"Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)","Santiago Álvarez Román Nace el 8 de marzo de 1919. Uno de los artífices más sobresalientes del cine cubano y figura destacada a nivel internacional. Su documental Now (1965), sobre la discriminación racial en los Estados Unidos, es considerado por especialistas como el antecedente del video clip actual. Realizó otras importantes obras como Ciclón, Muerte al invasor, Hanoi, martes 13, L.B.J. y 79 primaveras, clásicos de la filmografía contemporánea. Fundador y director por más de 20 años del Noticiero ICAIC Latinoamericano, su obra se destacó por la presencia activa del periodismo, el reflejo de importantes sucesos históricos como la guerra de Vietnam y la invasión mercenaria a Cuba en 1961, el genial uso del montaje y el empleo de la banda sonora como parte indisoluble de la acción dramática. Defendía la importancia del periodismo cinematográfico como enriquecedor del documental y afirmaba: ""Yo informo de acontecimientos a partir de ideas que tengo sobre esos acontecimientos."" Por su labor como cineasta recibió más de 80 primeros premios en festivales internacionales y concursos nacionales. Fue nombrado miembro de la Academia de Artes de la República Democrática Alemana y maestro perenne de la Escuela Internacional de Cine y Televisión de San Antonio de los Baños. Fue asesor del Ministro de Cultura de Cuba, Presidente de la Federación Nacional de Cine clubs y hasta 1986, fue miembro de la Asamblea Nacional del Poder Popular. Obtuvo los títulos de: Gran Brujo de los Andes y Cronista del Tercer Mundo. En su Honor, en la actualidad, se celebra anualmente, en la ciudad de Santiago de Cuba, el Festival Internacional de Documentales Santiago Álvarez In Memoriam. Fallece en la Ciudad de La Habana el 20 de mayo de 1998. (http://www.cubacine.cu/realizad/salvarez.html)",Donación,23/06/1905
MXIM-AV-1-8-14,Jaguar,Les Films de la Pléiade,Pierre Braunberger,,"""Fue creada o fundada por Pierre Braunberger en 1945. (Fuente: http://www.technicolorfilmfoundation.org/fr/accueil/partenaires/les-films-de-la-pleiade-et-les-films-du-jeudi.html ) La cartelera de esta compañía productora era extensa, producían desde filmes vanguardistas, pasando por filmes netamente comerciales, hasta innovadores trabajos realizados por los directores de la denominada Nueva Ola como Jean Pierre Melville, quien colaboró con Braunberger en la adaptación de la novela El silencio del mar en 1947 y 1948. Les Films de la Pléiade también incursionó en el cine documental, y apoyó al documentalista etnográfico Jean Rouch. A través de esta compañía productora, muchos cineastas franceses, que después alcanzarían fama nacional e internacional, pudieron crecer el ámbito cinematográfico como Alan Resnais, Jean Luc Godard, entre otros. (Fuente: Nelmes, Jill, An introduction to film studies, Routledge, Glasgow, Gran Bretaña, 2003, p. 433)","Jean Rouch nació en Francia el mayo de 1917. Trabajó como ingeniero civil en el afluente del río Níger, en África, en 1941; después comenzó su carrera como cineasta. Fue un cineasta y antropólogo francés, mundialmente reconocido como uno de los cineastas más creativos en la historia cinematográfica del siglo XX. En sus trabajos documentales y cinematográficos siempre trato de encuadrar no sólo aspectos de carácter social, sino todo tipo de “particularidades”, tales como los sueños, la religión, las creencias, la imaginación, y la cotidianidad. En sus más de cincuenta años de carrera como cineasta, Rouch intentó registrar todos estos aspectos en distintos lugares, principalmente en el continente africano y europeo. Junto con Dziga Vertov y Robert Flaherty, fundadores y promotores del cine verité, Rouch es considerado uno de los creadores de una corriente que él llamo cine directo. Esta corriente comprende un cambio en la técnica y en la metodología cinematográfica que trata directamente al sujeto que aparece en pantalla, pretendiendo que interactúe con la cámara y no que la ignore, y pretendiendo también que la figura del director/realizador/camarógrafo tampoco sea ignorada por el sujeto que está en encuadre. Una técnica que la Antropología adoptó para la metodología de sus diversos estudios, y que posteriormente se denominó como Antropología Visual(Fuente: Gaspar de Alba, Rosa Elena, “Jean Rouch: El cine directo y la Antropología Visual”, Revista de la Universidad de México, México, 2005, pp. 96-98)",,
MXIM-AV-1-8-15,La Chasse au lion a l'arc (La caza del león con arco),Les Films de la Pléiade,Pierre Braunberger,,"""Fue creada o fundada por Pierre Braunberger en 1945. (Fuente: http://www.technicolorfilmfoundation.org/fr/accueil/partenaires/les-films-de-la-pleiade-et-les-films-du-jeudi.html ) La cartelera de esta compañía productora era extensa, producían desde filmes vanguardistas, pasando por filmes netamente comerciales, hasta innovadores trabajos realizados por los directores de la denominada Nueva Ola como Jean Pierre Melville, quien colaboró con Braunberger en la adaptación de la novela El silencio del mar en 1947 y 1948. Les Films de la Pléiade también incursionó en el cine documental, y apoyó al documentalista etnográfico Jean Rouch. A través de esta compañía productora, muchos cineastas franceses, que después alcanzarían fama nacional e internacional, pudieron crecer el ámbito cinematográfico como Alan Resnais, Jean Luc Godard, entre otros. (Fuente: Nelmes, Jill, An introduction to film studies, Routledge, Glasgow, Gran Bretaña, 2003, p. 433) ","Jean Rouch nació en Francia el mayo de 1917. Trabajó como ingeniero civil en el afluente del río Níger, en África, en 1941; después comenzó su carrera como cineasta. Fue un cineasta y antropólogo francés, mundialmente reconocido como uno de los cineastas más creativos en la historia cinematográfica del siglo XX. En sus trabajos documentales y cinematográficos siempre trato de encuadrar no sólo aspectos de carácter social, sino todo tipo de “particularidades”, tales como los sueños, la religión, las creencias, la imaginación, y la cotidianidad. En sus más de cincuenta años de carrera como cineasta, Rouch intentó registrar todos estos aspectos en distintos lugares, principalmente en el continente africano y europeo. Junto con Dziga Vertov y Robert Flaherty, fundadores y promotores del cine verité, Rouch es considerado uno de los creadores de una corriente que él llamo cine directo. Esta corriente comprende un cambio en la técnica y en la metodología cinematográfica que trata directamente al sujeto que aparece en pantalla, pretendiendo que interactúe con la cámara y no que la ignore, y pretendiendo también que la figura del director/realizador/camarógrafo tampoco sea ignorada por el sujeto que está en encuadre. Una técnica que la Antropología adoptó para la metodología de sus diversos estudios, y que posteriormente se denominó como Antropología Visual(Fuente: Gaspar de Alba, Rosa Elena, “Jean Rouch: El cine directo y la Antropología Visual”, Revista de la Universidad de México, México, 2005, pp. 96-98)",,
MXIM-AV-1-8-16,La Direction d acteur por Jean Renoir,Les Films de la Pléiade,"Pierre Braunberger, Dirección de producción: Roger Fleytoux",,"""Fue creada o fundada por Pierre Braunberger en 1945. (Fuente: http://www.technicolorfilmfoundation.org/fr/accueil/partenaires/les-films-de-la-pleiade-et-les-films-du-jeudi.html ) La cartelera de esta compañía productora era extensa, producían desde filmes vanguardistas, pasando por filmes netamente comerciales, hasta innovadores trabajos realizados por los directores de la denominada Nueva Ola como Jean Pierre Melville, quien colaboró con Braunberger en la adaptación de la novela El silencio del mar en 1947 y 1948. Les Films de la Pléiade también incursionó en el cine documental, y apoyó al documentalista etnográfico Jean Rouch. A través de esta compañía productora, muchos cineastas franceses, que después alcanzarían fama nacional e internacional, pudieron crecer el ámbito cinematográfico como Alan Resnais, Jean Luc Godard, entre otros. (Fuente: Nelmes, Jill, An introduction to film studies, Routledge, Glasgow, Gran Bretaña, 2003, p. 433) ",,,
MXIM-AV-1-8-17,La hora de los hornos,Instituto Cubano del Arte e Industria Cinematográficas,Santiago Álvarez Román,,"Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)","Santiago Álvarez Román: Fundador y director del Noticiero ICAIC Latinoamericano, su obra se destacó por la presencia activa del periodismo, el reflejo de importantes sucesos históricos como la invasión mercenaria a Cuba en 1961, el genial uso del montaje y el empleo de la banda sonora como parte indisoluble de la acción dramática. Defendía la importancia del periodismo cinematográfico como enriquecedor del documental y afirmaba: ""Yo informo de acontecimientos a partir de ideas que tengo sobre esos acontecimientos"". Por su labor como cineasta recibió más de 80 primeros premios en festivales internacionales y concursos nacionales. (Fuente: http://es.wikipedia.org/wiki/Santiago_%C3%81lvarez_Rom%C3%A1n)",,
MXIM-AV-1-8-18,La jetée,ARGOS Films,,,"En 1951, Anatole Dauman fundó la compañía productora Argos Films, en colaboración con Philippe Lifchitz. Esta compañía jugó un papel esencial en la formación de los cineastas franceses que con el tiempo serían clasificados dentro de una corriente cinematográfica llamada La Nueva Ola, gracias a esta compañía cineastas como Alain Resnais, Jean Luc Godard, Robert Bresson, Chris Marker, entre otros, tuvieron la oportunidad de realizar sus trabajos cinematográficos. Dentro de la producción de Argos Films hay todo género de producciones cinematográficas, desde cortometrajes hasta largometrajes, principalmente inspirados en el trabajo del documentalista italiano Luciano Emmer. (Fuente: http://www.mrmovietimes.com/celebrity/anatole-dauman.html, http://www.allmovie.com/artist/anatole-dauman-p86783, http://en.wikipedia.org/wiki/Night_and_Fog_(1955_film), http://www.filmaffinity.com/es/film133039.html)","Chris Marker (nacido Christian François Bouche-Villeneuve, Neuilly-sur-Seine, Francia, 29 de julio de 1921) es un escritor, fotógrafo y director de cine francés, a quien se atribuye la invención del ensayo fílmico. Comenzó su trabajo como parte del grupo de la rive gauche francesa, paralelo pero distinto de la nouvelle vague, con la que compartirían temas y trabajos más tarde. Su obra —casi invariablemente documental, con la única excepción de la pieza de ciencia ficción La Jetée— ha resultado influyente, pero casi desconocida para el público masivo. Su reconocimiento internacional le llega con el cortometraje La Jetée (1962), que cuenta experimentos científicos sobre viajes en el tiempo en un mundo post-apocalíptico.",Donación,21/06/1905
MXIM-AV-1-8-19,Heracles,,,,,"Werner Herzog nació en Munich el 5 de septiembre de 1942. Se crió en un remoto pueblo de montaña en Baviera y estudió Historia y Literatura alemana en Múnich y Pittsburgh. Hizo su primera película en 1961 a la edad de 19. Desde entonces ha producido, escrito y dirigido más de sesenta películas y documentales como Aguirre, The Wrath Of God (1972), Nosferatu (1978), Fitzcarraldo (1982), Lessons of Darkness (1992), Little Dieter Needs To Fly (1997),  My Best Fiend (1999), Invincible (2000), Grizzly Man (2005), Encounters At The End of The World (2007), Cave of Forgotten Dreams (2011). Werner Herzog ha publicado más de una docena de libros de prosa, y dirigido otras tantas óperas. Werner Herzog vive en Munich y Los Ángeles. http://www.wernerherzog.com/102.html",Donación,6/03/2013
MXIM-AV-1-8-20,La punition (El castigo),Les Films de la Pléiade,"Pierre Braunberguer, Dirección de producción: Roger Fleutoux",,"""Fue creada o fundada por Pierre Braunberger en 1945. (Fuente: http://www.technicolorfilmfoundation.org/fr/accueil/partenaires/les-films-de-la-pleiade-et-les-films-du-jeudi.html ) La cartelera de esta compañía productora era extensa, producían desde filmes vanguardistas, pasando por filmes netamente comerciales, hasta innovadores trabajos realizados por los directores de la denominada Nueva Ola como Jean Pierre Melville, quien colaboró con Braunberger en la adaptación de la novela El silencio del mar en 1947 y 1948. Les Films de la Pléiade también incursionó en el cine documental, y apoyó al documentalista etnográfico Jean Rouch. A través de esta compañía productora, muchos cineastas franceses, que después alcanzarían fama nacional e internacional, pudieron crecer el ámbito cinematográfico como Alan Resnais, Jean Luc Godard, entre otros. (Fuente: Nelmes, Jill, An introduction to film studies, Routledge, Glasgow, Gran Bretaña, 2003, p. 433) ","Jean Rouch nació en Francia el mayo de 1917. Trabajó como ingeniero civil en el afluente del río Níger, en África, en 1941; después comenzó su carrera como cineasta. Fue un cineasta y antropólogo francés, mundialmente reconocido como uno de los cineastas más creativos en la historia cinematográfica del siglo XX. En sus trabajos documentales y cinematográficos siempre trato de encuadrar no sólo aspectos de carácter social, sino todo tipo de “particularidades”, tales como los sueños, la religión, las creencias, la imaginación, y la cotidianidad. En sus más de cincuenta años de carrera como cineasta, Rouch intentó registrar todos estos aspectos en distintos lugares, principalmente en el continente africano y europeo. Junto con Dziga Vertov y Robert Flaherty, fundadores y promotores del cine verité, Rouch es considerado uno de los creadores de una corriente que él llamo cine directo. Esta corriente comprende un cambio en la técnica y en la metodología cinematográfica que trata directamente al sujeto que aparece en pantalla, pretendiendo que interactúe con la cámara y no que la ignore, y pretendiendo también que la figura del director/realizador/camarógrafo tampoco sea ignorada por el sujeto que está en encuadre. Una técnica que la Antropología adoptó para la metodología de sus diversos estudios, y que posteriormente se denominó como Antropología Visual(Fuente: Gaspar de Alba, Rosa Elena, “Jean Rouch: El cine directo y la Antropología Visual”, Revista de la Universidad de México, México, 2005, pp. 96-98)",,
MXIM-AV-1-8-21,Law and order (Ley y orden),"Cinematk, OSTI Film","Frederick Wiseman, Asistentes de producción: Robbin Mason, susan Primm",,,,,
MXIM-AV-1-8-22,Les années folles,Agora Films ,,,,,,
MXIM-AV-1-8-23,"Un lion nommé ""l'américain"" ","Centre Nacional de la Recherche Scientifique (CNRS), Comité du Film Éthnographique",Pierre Braunberger,,,"Jean Rouch nació en Francia el mayo de 1917. Trabajó como ingeniero civil en el afluente del río Níger, en África, en 1941; después comenzó su carrera como cineasta. Fue un cineasta y antropólogo francés, mundialmente reconocido como uno de los cineastas más creativos en la historia cinematográfica del siglo XX. En sus trabajos documentales y cinematográficos siempre trato de encuadrar no sólo aspectos de carácter social, sino todo tipo de “particularidades”, tales como los sueños, la religión, las creencias, la imaginación, y la cotidianidad. En sus más de cincuenta años de carrera como cineasta, Rouch intentó registrar todos estos aspectos en distintos lugares, principalmente en el continente africano y europeo. Junto con Dziga Vertov y Robert Flaherty, fundadores y promotores del cine verité, Rouch es considerado uno de los creadores de una corriente que él llamo cine directo. Esta corriente comprende un cambio en la técnica y en la metodología cinematográfica que trata directamente al sujeto que aparece en pantalla, pretendiendo que interactúe con la cámara y no que la ignore, y pretendiendo también que la figura del director/realizador/camarógrafo tampoco sea ignorada por el sujeto que está en encuadre. Una técnica que la Antropología adoptó para la metodología de sus diversos estudios, y que posteriormente se denominó como Antropología Visual(Fuente: Gaspar de Alba, Rosa Elena, “Jean Rouch: El cine directo y la Antropología Visual”, Revista de la Universidad de México, México, 2005, pp. 96-98)",,
MXIM-AV-1-8-24,México bárbaro,"Editorial Rana del sur, Video y cine independiente","Ediciones Pentagrama S.A de C.V, editorial La Rana del Sur S.A de C., Roberto Aguirre",Óscar Menéndez,La Editorial La Rana del Sur es una empresa morelense enfocada fundamentalmente a la producción y distribución de documentales independientes en el formato DVD.,"Óscar Menéndez, director, productor, escritor y editor",Compra,30/06/1905
MXIM-AV-1-8-25,Morir en Madrid,"ANCINE, Renacimiento Videocomunicación",,Nicole Stephen,,"Frédéric Rossif nació en Montenegro en 1922 y participó en la II Guerra Mundial combatiendo en la Legión Extranjera. Su trayectoria es una de las más prestigiosas en el campo del documental histórico gracias a películas como ""Morir en Madrid"",""Un muro en Jerusalén"", ""Revolución de Octubre"" y ""De Nuremberg a Nuremberg"". En 1989 recibió el premio 7 de Oro por el conjunto de su obra Poeta de la imagen, Frédéric Rossif fue uno de los pioneros de la televisión francesa. Desde “La vida de los animales” hasta “Morir en Madrid”, en todas sus películas supo amalgamar humanismo, cultura, civilización y memoria en un espíritu de libertad. (http://naranjasdehiroshima.blogspot.com/2007/04/morir-en-madrid-frdric-rossif-1962.html)",Donación,21/06/1905
MXIM-AV-1-8-26,"¡Muerte al invasor!, Reportaje especial sobre la agresión imperialista al pueblo de Cuba",Instituto Cubano del Arte e Industria Cinematográficas,,,"Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)",,,
MXIM-AV-1-8-27,Now! (Ahora),Instituto Cubano del Arte e Industria Cinematográficas, ,Instituto Cubano del Arte e Industria Cinematográficas,"Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)","Santiago Álvarez Román Nace el 8 de marzo de 1919. Uno de los artífices más sobresalientes del cine cubano y figura destacada a nivel internacional. Su documental Now (1965), sobre la discriminación racial en los Estados Unidos, es considerado por especialistas como el antecedente del video clip actual. Realizó otras importantes obras como Ciclón, Muerte al invasor, Hanoi, martes 13, L.B.J. y 79 primaveras, clásicos de la filmografía contemporánea. Fundador y director por más de 20 años del Noticiero ICAIC Latinoamericano, su obra se destacó por la presencia activa del periodismo, el reflejo de importantes sucesos históricos como la guerra de Vietnam y la invasión mercenaria a Cuba en 1961, el genial uso del montaje y el empleo de la banda sonora como parte indisoluble de la acción dramática. Defendía la importancia del periodismo cinematográfico como enriquecedor del documental y afirmaba: ""Yo informo de acontecimientos a partir de ideas que tengo sobre esos acontecimientos."" Por su labor como cineasta recibió más de 80 primeros premios en festivales internacionales y concursos nacionales. Fue nombrado miembro de la Academia de Artes de la República Democrática Alemana y maestro perenne de la Escuela Internacional de Cine y Televisión de San Antonio de los Baños. Fue asesor del Ministro de Cultura de Cuba, Presidente de la Federación Nacional de Cine clubs y hasta 1986, fue miembro de la Asamblea Nacional del Poder Popular. Obtuvo los títulos de: Gran Brujo de los Andes y Cronista del Tercer Mundo. En su Honor, en la actualidad, se celebra anualmente, en la ciudad de Santiago de Cuba, el Festival Internacional de Documentales Santiago Álvarez In Memoriam. Fallece en la Ciudad de La Habana el 20 de mayo de 1998. (http://www.cubacine.cu/realizad/salvarez.html)",Donación,23/06/1905
MXIM-AV-1-8-28,Letzte Worte  (Últimas palabras),,,,,"Werner Herzog nació en Munich el 5 de septiembre de 1942. Se crió en un remoto pueblo de montaña en Baviera y estudió Historia y Literatura alemana en Múnich y Pittsburgh. Hizo su primera película en 1961 a la edad de 19. Desde entonces ha producido, escrito y dirigido más de sesenta películas y documentales como Aguirre, The Wrath Of God (1972), Nosferatu (1978), Fitzcarraldo (1982), Lessons of Darkness (1992), Little Dieter Needs To Fly (1997),  My Best Fiend (1999), Invincible (2000), Grizzly Man (2005), Encounters At The End of The World (2007), Cave of Forgotten Dreams (2011). Werner Herzog ha publicado más de una docena de libros de prosa, y dirigido otras tantas óperas. Werner Herzog vive en Munich y Los Ángeles. http://www.wernerherzog.com/102.html",Donación,6/03/2013
MXIM-AV-1-8-29,"Volkstänze in Desa, Rumänien  (Bailes folklóricos en Desa, Rumania)",,,,,,,
MXIM-AV-1-8-30,Reportaje especial sobre la II Declaración de La Habana aprobada por el pueblo en Asamblea General,Instituto Cubano del Arte e Industria Cinematográficas,,,"Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)",,,
MXIM-AV-1-8-31,Steam in Mexico (Vapor en México),Sunday River Productions,,,,,,
MXIM-AV-1-8-32,Terminus,BTF,,Edgar Anstey,,"John Richard Schlesinger fue un director de cine británico (Londres, 16 de febrero de 1926 - Los Ángeles, 25 de julio de 2003). Tras la Segunda Guerra Mundial inició estudios de dirección cinematográfica e interpretó pequeños papeles en el cine (Oh, Rosalinda y La batalla del Río de la Plata), hasta que realizó el cortometraje Sunday in the park en 1957. La BBC le encargó la realización de una película mensual para el programa de arte Monitor, uno de cuyos episodios, The innocent eyes, atrajo la atención de Edgar Anstey, director de la British Transport Films, con quien colaboró en la producción del documental Terminus, León de oro del Festival Internacional de Cine de Venecia en 1962. http://es.wikipedia.org/wiki/John_Schlesinger",Donación,21/06/1905
MXIM-AV-1-8-33,The Saturday Men (Los hombres del sabado),"Graphics Films, Ford of Britain",Leon Clone. Productor ejecutivo: Robert Adams,,,,,
MXIM-AV-1-8-34,Comando 52,,,Walter Herynowski,,,Donación: Belkis Vega,1/10/2013
