 DÉCADA 2010-2019,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-13-10,Nosotros… los otros. Indígenas: El color de la tierra,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre las comunidades ""Indígenas: El color de la tierra"". ","Víctor Ronquillo (reportero y director), Magali Vargas (indígena de Santa Ana Tzacuala), Petra Hernández (indígena de Santa Ana Tzacuala), Angélica Vargas (indígena de Santa Ana Tzacuala), Samuel Flores (habitante de Santa Ana Tzacuala), Genaro González (habitante de Santa Ana Tzacuala), Leobardo Mendoza (habitante de Santa Ana Tzacuala), Modesto Vargas (habitante de Santa Ana Tzacuala), Tomás Lascano (indígena de Naupan), Avelina Delgado (indígena de Naupan), Concepción García (indígena de Naupan), Blasa Torres (indígena de Naupan), Olga Montufar (Organización Paso a Paso), Lázaro Cruz (joven indígena trabajador de la calle), David Espinosa (Centro Interdisciplinario para el Desarrollo Social), Alicia Vargas (Centro Interdisciplinario para el Desarrollo social), Juan Gregorio Regino (escritor bilingüe y poeta)","México: Hidalgo: Santa Ana Tzacuala, Acaxochitlán. Puebla: Sierra Norte: Naupan.Ciudad de México.",2010,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-11,Nosotros… los otros. Afrodescendientes,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda el tema de la tercera raíz en México, una mirada sobre las comunidades ""Afrodescendientes"" que viven en el Estado de Guerrero y Oaxaca.","Víctor Ronquillo (periodista), Lucila Mariche (afrodescendiente), Guadalupe Vargas (Presidente Municipal Santiago Tepextla, Oaxaca),  Catalina Ávila (San José de la Estancia), Nestor Martínez (Organización ÉPOCA),  Romualdo Ricardo (afrodescendiente), Eduardo Añorve (periodista), Bulmaro García (afrodescendiente), Mario Corcuera (afrodescendiente), Odilio Corcuera (afrodescendiente), Cointa Chávez (afrodesccendiente), Pablo González (Comisario Ejidal, Tecoyame, Oaxaca), Guadalupe Cisneros (afrodescendiente),  Ausencio Velazco (afrodescendiente), Flor Ramírez (afrodescendiente),  Adrián Ramírez (afrodescendiente), Máximina Saguilar (afrodescendiente),  Orfelina Valádez (afrodescendiente), Rolando Guzmán (afrodescendiente), Sergio Rodríguez (Organización México Negro)","México: Guerrero. Oaxaca: Tecoyame, Charco Redondo, Santa María Chicomtetepec, Cuajinicuilapa, Lagunilla, Yuyaquita, Rancho Nuevo.","1536, 1521 ",Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-12,Nosotros… los otros. Derechos de los niños  y niñas,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre los ""Derechos de los niños y las niñas"". ","Víctor Ronquillo (periodista), Testimonios de niños de la calle, Luis Enríque Hernández (Caracol), Juan Martín Pérez (Red por los Derechos de la Infancia en México),  Juan Antonio Vega (Investigador, Trabajo Social, UNAM), Niños: Axel Medina, Luis Daniel Rodríguez, Zaira  Vega, Evelin Moscoso, Paola Julieta Ibañez, César Villa.","México: Ciudad de México: Museo Papalote, Metro Barranca del muerto, metro Juárez, ",,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-13,Sembradores de agua y vida," El video documental comparte la experiencia de los Campesinos de los Valles Centrales en los Distritos de Ocotlán y Zimatlán, del Estado de Oaxaca quienes se han organizado y conformado la ""coordinadora de Pueblos Unidos por la Defensa y el cuidado del Agua"" en la búsqueda de caminos por la solución al problema, su amor por la Madre Tierra y su cosmovisión de respeto a la naturaleza, hace que emerja de la fuente de sus manantiales de sabiduría, propuestas claras para darle de beber a la Tierra con resultados favorables. Mientras las Instancias de Gobierno se mantienen sordas e indiferentes, negando y violando así ""el derecho humano al agua"". Los efectos obtenidos después de cinco años de lucha y de constantes esfuerzos hace urgente compartir los resultados de captación de aguas pluviales, con la única pretensión de promover a todos aquellos hombres y mujeres que amamos a nuestra Madre Tierra, a que sumemos nuestras voluntades y capacidades, nos responsabilicemos por que nuestra Madre, nos siga dando el sustento de cada cía, hoy por nosotros, mañana por nuestros hijos y por nuestros nietos y por todos los que habitamos (este Planeta) esta casa grande la Madre Tierra. (sinopsis en el reverso del material)","Antonino Sánchez Ambrasio, Leonardo Padilla, Alfonso Campos Méndez, René Sánchez Hernández, Juan Martínez González, José Juan Julián Santiago, Janet Sofía Herrera Ambrocio, Filoteo Vicente Revilla, Job Manuel Juárez, Carmelina Santiago Alonso, Delfino Hernández Sánchez, Wilfrido Amaro Ruiz López","México: Oaxaca: Ocotlán, Zimatlán",2008-2010,Documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-14,Nosotros… los otros. Jóvenes,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo trata sobre las adversidades y los problemas que pueden sucistarse en los ""Jóvenes"" ","Víctor Ronquillo (periodista), Teresa Lanzagoria (Organización Seraj), Aurora Loyo (Investigaciones Sociales, UNAM), Cristina Morán (Facultad de Medicina, UNAM), Corina Benjet (Instituto Nacional de Psiquiatría), Miguel Ángel Aguilar (joven), Giovana Torres (joven), Angélica Rosas de la Cruz (joven),  Ángeles Valencia (joven), Edgar Hugo Mayoral (joven), Eli Sama (joven), Rosa María Camarena (Investigaciones Sociales , UNAM), Luis Negrete y Yael Sánchez (actores),  Michelie Ayala y José Cremayer (actores), ","México: Ciudad de México: Ciudad Universitaria. Veracruz: Rafael Delgado, Orizaba.",,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-15,"Agrimensura y cartografía en México, 1720-1920","Las formas de vida, los espacios, la maquinaria, los vestigios y la imagen de la hacienda mexicana desde la época colonial hasta la actualidad encuentran en Herbert J. Nickel (Alemania, 1935) un apasionado estudioso y un cuidadoso intérprete. Por su formación de ingeniero topógrafo, doctor en sociología y en geografía, sus obras ofrecen una visión innovadora, perspicaz e integrada de esta compleja y fundamental modalidad del México rural. En esta ocasión, el autor nos acerca de manera sintética y atractiva a las diversas etapas de la representación del territorio mexicano, a las técnicas de levantamiento topográfico, así como a los géneros de visualización cartográfica, mezclando rigor analítico y asombro estético. ","Francisco de Guzmán (agrimensor), Joaquín de Oronzoro y Herrera (agrimensor), Don Miguel de Santa María (agrimensor), Juan C. C. Hil (agrimensor),  Mayor Ferdinand Von Rosenzweig (militar e ingeniero austriaco, director del Departamento topográfico de Puebla entre 1862-1866),  Matías Romero Avedaño  (ministro de Hacienda 1868, 1869-72 1877-79, 1892-93),  Ignacio Gómez del Campo y Ramón Guerrero (topógrafos), Elías A. Cervántes (topógrafo), Lic. Arcadio Mendoza (propietario de la Hacienda Misnebalan),  Emilio Maurer (propietario de la hacienda de Santa Ana Chilhuacán), Luis G. Gariaga y Ramírez (topógrafo), Don Agusto L. Peón (propietario de la Hacienda Yaxche),  F. G. Márquez (ingeniero civil), ","Nueva España. México: Morelos: Tepoztlán. Hacienda de Gallinas. Hacienda de la Flores. Puebla: Valle de Ozumba: Hacienda San José Ozumba. Valle de Puebla de Zaragoza. Hacienda San Diego. Jalapasco. Municipio de Chalchicomula. Hacienda Santa Ana Chilhuacán. Ciudad de México: Mapoteca Manuel Orozco y Berra. Yucatán: Hacienda de San Nicolás, Hacienda Misnebalan. Finca Buenavista. Hacienda Yaxche. ","1720-1920, 1878-1915, 1960, 1910-1940, 1736, 1780, 1787, 1800, 1858, 1610, 1757-1758,  1872, 1867-1868, 1862-1866, 1878-1879, 1889, 1919, 1884, 1891-1901, 1899-1900, 1966, 1902 ",Película documental,Documental de investigación,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,"CD-ROM con los archivos en formato PDF de los carteles presentados en la exposición cartográfica (El Colegio de México, 2005)"
MXIM-AV-1-13-16,En el cuerpo equivocado,"Un viaje hacia el interior de una transexual cubana, quien veinte años después de su operación de reasignación de sexo, cuestiona la manera en que ha construido su feminidad a partir de los estereotipos y prejuicios de la sociedad machista, patriarcal y hegemónica en la que vive, nos conduce hacia la polémica distinción sexo/género.","Mavi Susel, Sissi, Aidée Linares",Cuba,22 mayo de 1988,Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-17,"Más allá del reglamento, Avatares de un embajador mexicano, Vicente Muñiz arroyo 1974-1977"," Vicente Muñiz Arroyo, hombre de Churitzio, Mich, dejó huella en la historia de América Latina. Fue embajador de México en Uruguay (1974-1977). Eran años de dictaduras y se vivía una intensa persecución política en el marco de la Operación Cóndor. Fue más allá del reglamento, brindó refugio a cientos de perseguidos. En el documental convergen miradas sobre sus desafiantes acciones inmersas en tiempos difíciles. Múltiples recuerdos se recrean e incitan al afecto y la alegría, así como al dolor que conlleva la recreación.  ","Ricardo Sánchez Luna (funcionario del gobierno mexicano, 1965-1995), Vicente Muñiz Arroyo (embajador de México en Uruguay, 1974-1977), Francisco Mayo, Diego Pelufo, Raquel Seoane (asilada), Laura Drescher (asilada), Mario Cendejas, José Ignacio Korzeniak (embajador de Uruguay en México, 2005-), Cassio Luiselli (embajador de México en Uruguay, 2007-), Lázaro Cárdenas Batel (gobernador del Estado de Michoacán, 2002-2008), Beatriz Muñiz Arroyo (hermana del embajador Muníz), Benjamín Alfaro (primo del embajador Muñiz), María Eugenia Cova (amiga del embajador Muñiz), Angelina Muñiz (sobrina del embajador Muñiz), Eduardo Alcaraz (funcionario del gobierno mexicano, 1965-1995), Gerardo Aguilar Muñiz (sobrino del embajador Muñiz), Salvador Arriola (embajador de México en Uruguay, 1990-1991), Rafael Blancas (funcionario),  Gustavo Maza (secretario de la embajada de México en Uruguay, 1973-1976), Juan María Bordaberry (presidente de Uruguay), General Liber Seregni (lider izquierdista de Uruguay),  José Amorós (asilado), Clara Puchet (asilada), Mario Fermín Luman (empleado de la embajada de México en Uruguay), Rubén Montedónico (asilado), Iván Altesor (exiliado en México), Federico Falkner (asilado), Juan Carlos Blanco (canciller de la dictadura), Hugo Morel (asilado), Elena Quinteros (desaparecida),  Sara Freire (asilada), Luis Alberto Charlone (asilado), Antonio Castro Castro (guía turístico del municipio de Churintzio)",Uruguay: Montevideo: cancillería. México: Michoacán: Churintzio. Ciudad de México: Ciudad Universitaria.,1974-1977. 23 de marzo de 2007.  23 de agosto de 1992 (fallecimiento de Vicente Muñiz),Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-18,"Palabra de fotógrafo, Testimonios sobre el 68","Este documental presenta los testimonios de siete destacados fotógrafos activos en la coyuntura del movimiento estudiantil de 1968, la rebelión ciudadana que cambió a México y fue reprimida en forma violenta por el gobierno de Gustavo Díaz Ordaz. La Lectura y el punto de vista de estos profesionales de la lente enriquece de manera notable el conocimiento histórico de uno de los acontecimientos políticos y culturales más importantes del siglo XX en nuestro país. Al mismo tiempo, nos permite comprender la visión del mundo de algunos de los constructores de uno de los imaginarios visuales más poderosos de América Latina en el siglo pasado. ","Enrique Metinides (fotógrafo periódico La prensa), Aarón Sánchez (fotógrafo periódico Excélsior), Rodrigo Moya (fotógrafo independiente),  Gustavo Díaz Ordaz (presidente de México), Daniel Soto (fotógrafo periódico El Universal), María García (fotógrafa, revista de la Universidad de México), Enrique Bordes Mangel (fotógrafo, revista Política), Héctor García (fotógrafo, La cultura en México, suplemento de Siempre!)","México: Ciudad de México: Ciudadela. Centro Histórico: San Ildefonso, zócalo. Ciudad Universitaria. Tlatelolco: Plaza de las  Tres Culturas.","agosto, septiembre, octubre  de 1968",Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,"Reseña biográfica de los  fotógrafos entrevistados. Información del proyecto ""Memoria y representaciones"" coordinado por Alberto del Castillo."
MXIM-AV-1-13-19,Trabajo de campo en tiempos violentos,"Trabajo de campo en tiempos violentos, toca un tema trágico en la vida de México que desde luego afecta a la población en general. Sin embargo, para los profesionales que han hecho del trabajo de campo su técnica de aproximación a la realidad, la actual ""guerra del narco"" ha tenido efectos profundos en las maneras de estudiar los procesos sociales y de convivir con las personas, especialmente en aquellos lugares de la república donde la violencia ha desbordado y superado los límites imaginables. La ciencia social se pregunta ahora cómo desarrollarse, en investigación y en docencia, en tiempos violentos. ","Juan Luis Sariego, Séverine Durin, María Eugenia de la O Martínez, Gabriel Ascencio Franco, Marco Antonio Calderón Mólgora, Luis Vázquez León",México:  Jalisco: Guadalajara. Chihuahua,2006,Película documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-20,Nosotros… los otros. Discriminación laboral,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"", con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo aborda la temática de la ""Discriminación Laboral"", aborda el tema de la minería en Pasta de Conchos. ","Víctor Ronquillo (periodista), Ignacio Rosales (minero), Esperanza Rosales (hermana de mineros),  Jesús Lara (niño minero), Oralia Sánchez (esposa de minero), Ruperto Segura, José Luis Rivera (boxeador y minero), Gloria Elidia Garza (mamá de José Luis Rivera), Juan Alberto Rivera (hermano de José Luis Rivera), Trinidad Cantú, (familiar de mineros),  Aarón Solis (minero), Juan Alberto Vázquez (minero),  Carlos Rodríguez (CEREAL)","México: Coahuila: Pasta de Conchos, Minera San Juan, Mina de Santo Domingo",19 de febrero del 2006 (explosión de Pasta de Conchos) ,Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
MXIM-AV-1-13-21,Nosotros… los otros. Denegación de la justicia,"El Consejo Nacional para Prevenir la Discriminación (Conapred) en coproducción con Canal 22 presenta la serie ""Nosotros…los Otros"",  con el objetivo de evidenciar la desigualdad, exclusión y prácticas discriminatorias que persisten en la sociedad mexicana las cuales impiden que todas y todos ejerzan en igualdad de condiciones sus derechos. Este capítulo se aborda la temática de la ""Denegación de la justicia"" ","Víctor Ronquillo (periodista), Reyes Gustavo Ardón (migrante hondureño acusado de homicidio) Perla Judith Quintero Caballero (víctima de homicidio), Lesly Flores Treviño (víctima de intento de homicidio), Javier Martínez (abogado), José Mariano Castillo (embajador de Honduras en México),  Pedro Pantoja Arreola (Casa del Migrante-Saltillo),  María Guadalupe Argüeyo (Casa del Migrante-Saltillo), Ana Laura Magaloni Kerpel (CIDE-Div. Estudios Jurídicos), Gertrudis Méndez (víctima de discriminación),  Miguel Hernández (víctima de discriminación), Elías Méndez (víctima de discriminación), Manuel Fuentes Muñiz (Asociación Nacional de Abogados Democráticos)",México: Coahuila: Saltillo,"30 de septiembre del 2009, 1987",Programa de televisión documental,,"Testimonios videorales, grabación de campo, fotografías, registros fílmicos, documentales, testimonios orales","Narración en off, conducción, intertítulos, gráficos, animación",,,
