"MXIM-AV-1-4-1","VUFKU (All-Ukrainian Photo Cinema Administration)","Gobierno Ucraniano de la Unión Soviética","Gobierno Ucraniano de la Unión Soviética","VUFKU (Administración Panucraniana para la Producción Foto Cinematográfica) fue fundada en la década de 1920, bajo la dirección del Departamento Nacional de Educación del Gobierno Soviético Ucraniano como parte de un proyecto destinado a la administración de las salas de cine, las compañías productoras y las instituciones cinematográficas de toda Ucrania. Conformado por un pequeño grupo de pequeños estudios, hasta el año de 1928 la VUFKU había producido más de 150 filmes (la mayoría de ellos cortometrajes). Con la fundación de esta institución productora, el Gobierno Soviético Ucraniano logró monopolizar toda la producción cinematográfica de dicho país. La VUFKU realizó la mayor parte de sus producciones en dos estudios ubicados en las localidades de Odesa, que son Kyev y Kharkov; en el estudio de Kyev, la VUFKU produjo alrededor de 40 filmes al año a partir de su construcción en 1927, lo que lo posicionó como uno de los estudios cinematográficos más modernos y mejor equipados de toda Europa para finales de la década de 1920. Como la mayoría de los estudios cinematográficos de Europa en esa época, el referente a superar era los estudios estadounidenses de Hollywood, así que gran parte de la producción de esta casa productora se basó en las técnicas cinematográficas hollywoodenses; la VUFKU tuvo éxito en su cometido y terminó convirtiéndose en un referente cultural y de negocios para gran parte de los estudios cinematográficos en la Unión Soviética, y en el continente europeo. (Fuente: http://www.kinofestnyc.com/history.html)","Denis Abramovich Kaufman nació en 1896 en el seno de una familia judía en Bialystok, ciudad perteneciente en aquellos años a la Rusia zarista. Interesado por el futurismo, adoptó el seudónimo de Dziga Vertov, que significa algo así como \"gira, peonza\" en ucraniano. En 1918, tras la revolución, el Comité del Cine de Moscú lo contrató para trabajar en Kino-Nedelia (\"Cine-Semana\", semanario cinematográfico de noticias de actualidad soviético), en la ciudad de Moscú. Vertov trabajó montando noticiarios cinematográficos durante tres años; su primera película como director fue El aniversario de la Revolución (1919), seguida de La batalla de Tsartitsyn (1920), El tren Lenin (1921) e Historia de la guerra civil (1922). En estas películas, Vertov exploró las posibilidades del montaje, ensamblando fragmentos de película sin tener en cuenta su continuidad formal, temporal, ni lógica, buscando destacar un efecto poético que impactara a los espectadores. En 1919, Vertov y otros jóvenes cineastas, entre los que se encontraba su futura esposa Elisaveta Svilova, crearon un grupo llamado Kinoks (Cine-Ojo). Más tarde se les uniría también el hermano de Vertov, Mikhail Kaufman. Entre 1922 y 1923, Vertov y Svilova escribieron varios manifiestos que aparecieron en publicaciones de vanguardia; así desarrollaron su teoría del Cine-Ojo. Vertov y los otros miembros del grupo rechazaron todos los elementos del cine convencional: desde la escritura previa de un guión hasta el recurso de los actores profesionales, pasando por el rodaje en estudios, los decorados, la iluminación, etc. Su objetivo fue captar la \"verdad\" cinematográfica montando fragmentos de actualidad que permitieran conocer una realidad más profunda que no puede ser percibida por el ojo. Según el propio Vertov: \"fragmentos de energía real que, mediante el arte del montaje, se van acumulando hasta formar un todo global\", permitiendo \"ver y mostrar el mundo desde el punto de vista de la revolución proletaria mundial\". Durante los años 20 rodó varias películas, destaca El hombre de la cámara (Chelovek kinoapparatom, 1929). (Fuente: http://es.wikipedia.org/wiki/Dziga_Vertov)","Donación","1999"
"MXIM-AV-1-4-2","Empire Marketing Board/New Era Films","","British International Pictures","La Empire Marketing Board (EMB) fue fundada en 1926 por el Secretario del Estado para las Colonias Leopold Amery del Partido Conservador de Gran Bretaña, con el fin de desarrollar y de promocionar un programa de películas para tender lazos con el mercado internacional y, en particular, con los países del Imperio. En un primer momento, la instancia estuvo dirigida por Stephen Tallents y John Grierson como colaborador (quien entonces era estudiante universitario de ciencias sociales); ambos lograron hacer innovaciones en la producción, distribución y exhibición fílmica de lo que Grierson llamaba \"Filme documental\"; estos personajes legaron escritos sobre los usos de este género cinematográfico. Los primeros filmes estuvieron enfocados en documentar e ilustrar las relaciones comerciales de Gran Bretaña, para publicitar y legitimar la política económica imperial. De la EMB salieron numerosos documentales: Conquest (1928), Drifters (1929), One Family (1930), Windmill in Barbados (1933), Cargo from Jamaica (1933).","John Grierson (26 de abril de 1898 - 19 de febrero de 1972) fue uno de los primeros y más influyentes documentalistas de la historia del cine. Nació en Deanstown, Escocia; estudió comunicación en la Universidad de Glasgow; su primer trabajo cinematográfico fue Drifters (1929) acerca de los pescadores de Arenque en Inglaterra. El estreno de Drifters fue un gran éxito, se hizo con fondos de la Empire Marketing Board (EMB), la cual le solicitaría a Grierson continuar con su tarea como realizador, además se convirtió en el director de la Unidad de Filmes de la misma EMB. Grierson era una persona creativa, extremadamente organizada y disciplinada, por lo que se encargó de reclutar a un ejército de prospectos que impulsaran la Unidad de Filmes, personas con poca o ninguna experiencia y que, con el tiempo, se convirtieron en grandes directores del género documental; con sus películas, todos ayudaron a promover una nueva imagen de la clase trabajadora y su labor fue de importancia en el desarrollo industrial de Gran Bretaña. Grierson continuó a la cabeza de la Unidad de Filmes durante varios años donde se dio a conocer como el \"padrino del documental\". En 1933 la EMB desapareció y la Unidad de Filmes pasó a formar parte de la Oficina General de Correos convirtiéndose en la Unidad de Filmes de la Oficina General de Correos (GPO Film Unit), de la cual Grierson fue director hasta 1938; ese año fue invitado a Canadá por el mismo gobierno para formar un organismo nacional que realizara películas cinematográficas. Al año siguiente (1939) Canadá creó la Comisión Nacional de Filmes, que luego se convertiría en la Junta Nacional Fílmica del Canadá (National Film Board of Canada), de la cual Grierson fue su primer comisionado. Cuando Canadá entró en la II Guerra Mundial en el mismo año, la NFB se enfocó en la realización de filmes con fines propagandísticos, muchos de los cuales fueron dirigidos por el mismo Grierson. Después de la Guerra, los contenidos se enfocaron en la vida de los canadienses. La National Film Board of Canada es una institución reconocida mundialmente por su alta calidad, muchos de sus productos han ganado premios de la Academia. En 1957 Grierson recibió un reconocimiento especial en la ceremonia de premios de filmes de Canadá.","",""
"MXIM-AV-1-4-3","VUFKU (All-Ukrainian Photo Cinema Administration)","Gobierno Ucraniano de la Unión Soviética","Gobierno Ucraniano de la Unión Soviética","VUFKU (Administración Panucraniana para la Producción Foto Cinematográfica) fue fundada en la década de 1920, bajo la dirección del Departamento Nacional de Educación del Gobierno Soviético Ucraniano como parte de un proyecto destinado a la administración de las salas de cine, las compañías productoras y las instituciones cinematográficas de toda Ucrania. La VUFKU fue formada por un reducido número de pequeños estudios, en 1928 ya había producido más de 150 filmes (la mayoría de ellos cortometrajes). Con la creación de esta institución, el Gobierno Soviético Ucraniano logró monopolizar toda la producción cinematográfica de dicho país. La mayor parte de las realizaciones de la VUFKU salieron de dos estudios ubicados en las localidades de Odesa, que son Kyev y Kharkov. A partir de 1927, año de la construcción del estudio de Kyev, la VUFKU produjo, sólo en ese lugar, alrededor de 40 filmes al año; además de que tuvo instalaciones que se contaban entre las más modernas y mejor equipadas de toda Europa a finales de la década de 1920. Para la mayoría de los estudios cinematográficos del viejo continente de esa época, un referente a superar fueron los estudios estadounidenses de Hollywood, no es extraño, que gran parte de la producción de la VUFKU se basara en las técnicas cinematográficas hollywoodenses. La VUFKU tuvo éxito en su cometido y terminó convirtiéndose en un modelo cultural y de negocios para gran parte de los estudios cinematográficos en la Unión Soviética y en el continente europeo. (Fuente: http://www.kinofestnyc.com/history.html)","Denis Abramovich Kaufman nació en 1896 en el seno de una familia judía en Bialystok, ciudad perteneciente en aquellos años a la Rusia zarista. Interesado por el futurismo, adoptó el seudónimo de Dziga Vertov, que significa algo así como \"gira, peonza\" en ucraniano. En 1918, tras la revolución, el Comité del Cine de Moscú lo contrató para trabajar en Kino-Nedelia (\"Cine-Semana\", semanario cinematográfico de noticias de actualidad soviético), en la ciudad de Moscú. Vertov trabajó montando noticiarios cinematográficos durante tres años; su primera película como director fue El aniversario de la Revolución (1919), seguida de La batalla de Tsartitsyn (1920), El tren Lenin (1921) e Historia de la guerra civil (1922). En estas películas, Vertov exploró las posibilidades del montaje, ensamblando fragmentos de película sin tener en cuenta su continuidad formal, temporal, ni lógica, buscando destacar un efecto poético que impactara a los espectadores. En 1919, Vertov y otros jóvenes cineastas, entre los que se encontraba su futura esposa Elisaveta Svilova, crearon un grupo llamado Kinoks (Cine-Ojo). Más tarde se les uniría también el hermano de Vertov, Mikhail Kaufman. Entre 1922 y 1923, Vertov y Svilova escribieron varios manifiestos que aparecieron en publicaciones de vanguardia; así desarrollaron su teoría del Cine-Ojo. Vertov y los otros miembros del grupo rechazaron todos los elementos del cine convencional: desde la escritura previa de un guión hasta el recurso de los actores profesionales, pasando por el rodaje en estudios, los decorados, la iluminación, etc. Su objetivo fue captar la \"verdad\" cinematográfica montando fragmentos de actualidad que permitieran conocer una realidad más profunda que no puede ser percibida por el ojo. Según el propio Vertov: \"fragmentos de energía real que, mediante el arte del montaje, se van acumulando hasta formar un todo global\", permitiendo \"ver y mostrar el mundo desde el punto de vista de la revolución proletaria mundial\". Durante los años 20 rodó varias películas, destaca El hombre de la cámara (Chelovek kinoapparatom, 1929). (Fuente: http://es.wikipedia.org/wiki/Dziga_Vertov)","",""
"MXIM-AV-1-10-28","Laboratorio de Poéticas Cinematográficas de Fernando Birri, S.A., TV Española S.A.,Instituto Cubano del Arte e Industria Cinematográfica","Lourdes de los Santos","Cine ojo films & video","","","",""
"MXIM-AV-1-10-29","elevisión Española, Trans World Film","Marcello Siena. Productor ejecutivo: Tony Amendola","RICORDI","","","",""
"MXIM-AV-1-10-30","Air France, Capi Films, Channel Four Films, La Sept Cinéma, Nederlandse Omroepstichting (NOS), Norddeutscher Rundfunk (NDR), Stichting Nederlands, Studio documentaire de Chine, TF1 Films Production, Westdeutscher Rundfunk (WDR)","Marceline Loridan","MK2 Diffusion","","","",""
"MXIM-AV-1-10-31","","Sarah Minter","","","","",""
"MXIM-AV-1-10-32","","","","","","",""
"MXIM-AV-1-10-33","ARGOS Films","Anatole Dauman","","","Christian François Bouche-Villeneuve, mejor conocido como Chris Marker (Neuilly-sur-Seine, Francia, 29 de julio de 1921), es un escritor, fotógrafo y director de cine francés a quien se atribuye la invención del ensayo fílmico. Comenzó su trabajo como parte del grupo de la rive gauche francesa, paralelo pero distinto de la nouvelle vague, con la que compartirían temas y trabajo. En 1982, el filme Sans Soleil superó los límites de lo que se puede llamar \"documental\"; se trata de un ensayo, de un montaje que une partes de documental y de ficción con comentarios filosóficos, lo que genera una atmósfera onírica y de ciencia ficción. (Fuente: C:/Documents%20and%20Settings/chernandez/Escritorio/adriana%20h/Chris_Marker.htm)","Donación","1999"
"MXIM-AV-1-10-34","","","","","","",""
"MXIM-AV-1-10-35","The Cannon Group","Mel Lawrence, Godfrey Reggio, Lawrence Taub, Producción ejecutuva: Menahem Golan, Yoram Globus","Cannon Films","","","",""
"MXIM-AV-1-10-36",": Instituto Nacional Indigenista (INI), Archivo Etnográfico Audiovisual","Óscar Magaña, Juan Carlos Colín, Coca Gaxiola","","La Comisión Nacional para el Desarrollo de los Pueblos Indígenas (antes INI), es un organismo descentralizado de la Administración Pública Federal, no sectorizado, con personalidad jurídica, con patrimonio propio, con autonomía operativa, técnica, presupuestal y administrativa, con sede en la Ciudad de México. La Fototeca Nacho López tiene sus antecedentes en lo que se denominó, por más de 20 años Archivo Etnográfico Audiovisual del INI. En 1977 el Instituto Nacional Indigenista estableció formalmente, como parte de sus políticas, un área especializada en el registro audiovisual de los diferentes aspectos culturales, económicos y sociales de la población indígena a través de lo que denominó Archivo Etnográfico Audiovisual. La finalidad del proyecto fue apoyar actividades de investigación antropológica, dedicadas a la difusión de la cultura e identidad de las comunidades indígenas. Una vez constituido el área, el INI, en coordinación con el Fondo Nacional para las Actividades Sociales (Fonapas), decidieron llevar a cabo en 1977 el proyecto Ollin Yoliztli, el cual fue uno de los primeros proyectos en el país que tuvo como objetivo rescatar el patrimonio cultural de los pueblos indígenas de México a través de la fotografía, el registro fílmico y el sonoro. Las primeras filmaciones se realizaron en 35 y 16 mm, y a partir de 1990 la producción se llevó a cabo en video. A partir de 2002 el acervo lleva el nombre del antropólogo Alfonso Muñoz Jiménez, quien fuera realizador de diversos materiales fílmicos y de video del INI y del Instituto Nacional de Antropología e Historia, así como fundador, en 1977, con Nacho López y Óscar Menéndez, del Archivo Etnográfico Audiovisual del INI. Muñoz Jiménez también ocupó el cargo de Subdirector de Imagen y Sonido de ese Instituto. Los acervos están divididos en seis fondos: de Producciones Editadas, de Preservación, de Material de Stock, de Copias de Exhibición, de Submáster y Documental. Los materiales de la cineteca y videoteca fueron producidos de 1951 a 2001 y se preservan 7864 cintas. (Fuente: http://www.conadepi.gob.mx)","","",""
"MXIM-AV-1-10-37","Bibliotthéque Publique d´Information, Centre G. Pompidou, PARI FILMS","","","","","",""
"MXIM-AV-1-10-38","Universidad Autónoma de Yucatán, Dirección General de Difusión y Comunicación, Departamento de Producción Audiovisual","","","","","",""
"MXIM-AV-1-10-39","Creativos Asociados","Natalio Koziner, Carlos Galettini","","","","",""
"MXIM-AV-1-10-40","Centre Nacional de la Cinematographie (CNC), Double D Copyright Films, TF1 Films Productions","Claudine Nougaret","","","","",""
"MXIM-AV-1-10-41",": Sistema Radio Venceremos","","","","","",""
"MXIM-AV-1-10-42","IMA Productions y La Sept","Antoine de Cazzotte","","","","Donación","2006"
"MXIM-AV-1-10-43","Instituto Nacional Indigenista (INI)","Óscar Magaña, Juan Carlos Colín","","La Comisión Nacional para el Desarrollo de los Pueblos Indígenas (antes INI), es un organismo descentralizado de la Administración Pública Federal, no sectorizado, con personalidad jurídica, con patrimonio propio, con autonomía operativa, técnica, presupuestal y administrativa, con sede en la Ciudad de México. La Fototeca Nacho López tiene sus antecedentes en lo que se denominó, por más de 20 años Archivo Etnográfico Audiovisual del INI. En 1977 el Instituto Nacional Indigenista estableció formalmente, como parte de sus políticas, un área especializada en el registro audiovisual de los diferentes aspectos culturales, económicos y sociales de la población indígena a través de lo que denominó Archivo Etnográfico Audiovisual. La finalidad del proyecto fue apoyar actividades de investigación antropológica, dedicadas a la difusión de la cultura e identidad de las comunidades indígenas. Una vez constituido el área, el INI, en coordinación con el Fondo Nacional para las Actividades Sociales (Fonapas), decidieron llevar a cabo en 1977 el proyecto Ollin Yoliztli, el cual fue uno de los primeros proyectos en el país que tuvo como objetivo rescatar el patrimonio cultural de los pueblos indígenas de México a través de la fotografía, el registro fílmico y el sonoro. Las primeras filmaciones se realizaron en 35 y 16 mm, y a partir de 1990 la producción se llevó a cabo en video. A partir de 2002 el acervo lleva el nombre del antropólogo Alfonso Muñoz Jiménez, quien fuera realizador de diversos materiales fílmicos y de video del INI y del Instituto Nacional de Antropología e Historia, así como fundador, en 1977, con Nacho López y Óscar Menéndez, del Archivo Etnográfico Audiovisual del INI. Muñoz Jiménez también ocupó el cargo de Subdirector de Imagen y Sonido de ese Instituto. Los acervos están divididos en seis fondos: de Producciones Editadas, de Preservación, de Material de Stock, de Copias de Exhibición, de Submáster y Documental. Los materiales de la cineteca y videoteca fueron producidos de 1951 a 2001 y se preservan 7864 cintas. (Fuente: http://www.conadepi.gob.mx)","","",""
"MXIM-AV-1-10-44","Secretaría de Educación Pública - Dirección General de Culturas Populares","","","La Dirección General de Culturas Populares y Comunicación Educativa Latinoamericana (DGCPI), llamada a partir de 1989 Culturas Populares e Indígenas, ha impulsado el Programa de Apoyo a las Culturas Municipales y Comunitarias (PACMYC) con el cual se han podido financiar más de 7 mil proyectos en todo el país. El Programa apareció como una alternativa para contribuir a la valoración y al reconocimiento de la expresión artística y artesanal; así como en el desarrollo sociocultural de los pueblos. La DGCPI también creó el Programa de Arte Popular y el Programa de Escuelas Itinerantes de Diseño Artesanal, las cuales ya operan en Tlaxcala y en Oaxaca. La DGCPI cuenta con un Programa de apoyo a las Culturas Indígenas Migrantes en el ámbito indígena, como una respuesta a las demandas culturales de los grupos asentados en ciudades, zonas conurbadas, campos agrícolas, centros turísticos e industriales del país y el extranjero. La Dirección General de Culturas Populares, dentro de su trabajo en beneficio de la cultura popular, colabora en la difusión de un sin número de actividades que con este fin realizan instituciones públicas y privadas de la Ciudad de México y de los distintos estados de la República Mexicana. También promueve y organiza, por medio de sus Unidades Regionales, programas de capacitación a promotores culturales, reuniones, encuentros y festivales de cultura popular e indígena. (Fuente: http://www.culturaspopulareseindigenas.gob.mx/programas.html)","","",""
"MXIM-AV-1-10-45","","","","","","",""
"MXIM-AV-1-10-46","","","","","Werner Herzog nació en Munich el 5 de septiembre de 1942. Se crió en un remoto pueblo de montaña en Baviera y estudió Historia y Literatura alemana en Múnich y Pittsburgh. Hizo su primera película en 1961 a la edad de 19 años. Desde entonces ha producido, escrito y dirigido más de sesenta películas y documentales como Aguirre, The Wrath Of God (1972), Nosferatu (1978), Fitzcarraldo (1982), Lessons of Darkness (1992), Little Dieter Needs To Fly (1997), My Best Fiend (1999), Invincible (2000), Grizzly Man (2005), Encounters At The End of The World (2007), Cave of Forgotten Dreams (2011). \
Werner Herzog ha publicado más de una docena de libros de prosa, y dirigido otras tantas óperas. Werner Herzog vive en Munich y Los Ángeles. (Fuente: http://www.wernerherzog.com/102.html)","Donación","06/03/2013"
"MXIM-AV-1-10-47","","","","","","",""
"MXIM-AV-1-10-48","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-49","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-50","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-51","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-52","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-53","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-54","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-55","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-56","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-57","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-58","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-59","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-60","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-61","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-62","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-63","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-64","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-65","RM Arts","","RM Associates","","","",""
"MXIM-AV-1-10-66","","","Mystic Fire Video","","Maya Deren nació en Kiev, Ucrania, con el nombre de Eleanora Derenkowsky, desarrolló su carrera profesional en Estados Unidos. En 1922 después de una serie de programas antisemitas, y debido a las simpatías de su padre hacia León Trotsky, la familia salió de su ciudad y voló a Siracusa, Nueva York. Poco tiempo después el padre acortó el nombre familiar a \"Deren\". El jefe de la familia Deren se unió al cuerpo de psiquiatras en el “State Institute for the Feeble-Minded” en Siracusa y la madre se mudó a París para estar con su otra hija, mientras Maya asistía a la “League of Nations School” en Ginebra, Suiza a partir de 1930 y hasta 1933. Maya Deren comenzó sus estudios de grado en la Universidad de Siracusa, donde se unió a la “Trotskyist Young People's Socialist League”. A través de la liga de jóvenes socialistas conoció a Gregory Bardacke, con quien se casaría más tarde a la edad de dieciocho años; ella y su esposo se volvieron protagonistas de varias causas socialistas en la ciudad. Después de graduarse en 1935 se mudó a la ciudad de Nueva York y se separó de Gregory. Comenzó estudios de maestría en literatura inglesa en la “New School for Social Research” y los completó en el “Smith College”. Después de graduarse en el Smith, Deren regresó a la “New York’s Greenwich Village” donde trabajó como secretaria free-lance. En 1941 se convirtió en la secretaria personal de la coreógrafa Katherine Dunham; al final de una gira la compañía de danza se detuvo en Hollywood, ahí fue donde Deren conoció a Alexandr Hackenschmied, un fotógrafo y camarógrafo checo muy conocido, quien se convertiría en su segundo esposo en 1942. Hackenschmid voló a Checoslovaquia después del avance de Hitler, ahí cambió su nombre a Alexander Hammid. (Fuente: https://es.wikipedia.org/wiki/Maya_Deren)","",""
"MXIM-AV-1-10-67","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-68","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-69","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-70","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-71","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-72","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-73","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-74","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-75","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-76","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-77","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-78","Camera One Douce","Isabel Pons","","","","",""
"MXIM-AV-1-10-79","Filmmakers Library","","","","","",""
"MXIM-AV-1-10-80","","","","","","Donación: Belkis Vega",""
"MXIM-AV-1-10-81","","","","","","Donación: Belkis Vega",""
"MXIM-AV-1-10-82","","","","","","Donación: Belkis Vega",""
"MXIM-AV-1-10-83","","","","","Jorge Furtado: es el cineasta brasileño más premiado de la actualidad. Nació en Porto Alegre, Brasil, el 9 de junio 1959. Entre los cortos más destacados que ha dirigido se encuentran: “O día em que Doríval encarou a guarda” (1986), “Barbosa” (1988) y “A matadeira” (1994); En 1989 obtuvo un resonante éxito con su documental “La isla de las flores” (1989) y con \"Esta no es tu vida\", que resume en dieciséis minutos la biografía de un ama de casa de Porto Alegre. El realizador obtuvo varios premios en su país con su primer largometraje “Houve uma vez dois verões” (2002) y repite la experiencia con “El hombre que copiaba” (2003). (Fuente: Tematika)","",""
"MXIM-AV-1-10-84","Producciónes Granma, Instituto Cubano del Arte e Industria Cinematográficos","Manuel Aneiros","","Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (Fuente: http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)","Belkis Vega, es directora y guionista de cine, profesora de la cátedra de documental de la Escuela Internacional de Cine y TV (EICTV) en San Antonio de los Baños, Cuba, y es una de las más destacadas documentalistas cubanas. Realizó estudios de Diseño Informacional y es graduada de Licenciatura en Historia del Arte. Ha filmado reportajes en Siria y El Congo, y documentales en El Líbano, Angola y España.","Donación: Belkis Vega",""
"MXIM-AV-1-10-85 ","Producciónes Granma, Instituto Cubano del Arte e Industria Cinematográficos","Manuel Aneiros","","Conocido internacionalmente por la sigla ICAIC, el Instituto Cubano de Arte e Industria Cinematográficos fue creado apenas a 83 días del triunfo de la Revolución Cubana, lo que pone de manifiesto la preocupación del nuevo gobierno por la cultura artística y, específicamente, por el cine. Pero aún más, el ICAIC posee un peso notable en toda la vida cultural del país y su trabajo ha irradiado a otras manifestaciones, como la música y la plástica, en donde se han realizado aportes sustanciales. (Fuente: http://www.cubarte.cu/global/loader.php?&cat=directorio&cont=showitem.php&id=82&tabla=directorio)","Belkis Vega, es directora y guionista de cine, profesora de la cátedra de documental de la Escuela Internacional de Cine y TV (EICTV) en San Antonio de los Baños, Cuba, y es una de las más destacadas documentalistas cubanas. Realizó estudios de Diseño Informacional y es graduada de Licenciatura en Historia del Arte. Ha filmado reportajes en Siria y El Congo, y documentales en El Líbano, Angola y España.","Donación: Belkis Vega",""
"MXIM-AV-1-10-86","Municipal Art Society of New York","","","La Sociedad Municipal de Arte de Nueva York , fundada en 1893, es una organización de membresía sin fines de lucro que lucha por la planificación urbana inteligente, el diseño y la conservación a través de la educación , el diálogo y la promoción en la ciudad de Nueva York .","William H. Whyte (1917-1999), estudioso de los espacios rurales y urbanos en los que el hombre puede mejorar sus condiciones de vida. Entre sus obras se cuentan El último paisaje (1968), La vida social en los espacios urbanos pequeños (1980) y City (1989). Fue también asesor de numerosos proyectos de construcción y profesor del Hunter College de la City University de Nueva York.-","",""
"MXIM-AV-1-10-87","Double D Copyright Films","","","Double D Copyright Films, es una empresa que financia, produce y distribuye documentales y películas en línea; tiene su sede en Londres\
Doble D arma sociedades para los productos fílmicos, vigentes durante la fase de desarrollo del mismo; incluye y hace partícipes a las partes interesadas en todos los aspectos del proceso de producción. Para el financiamiento, la empresa utiliza el crowdfunding y varias estrategias de distribución en línea, así como las vías tradicionales a través de los agentes de ventas, distribuidores y difusores. (Fuente: Wikipedia)","Raymond Depardon es un fotógrafo y cineasta francés nacido en Villefranche-sur-Saône. Es el fundador de la agencia Gamma. Actualmente, es uno de los más prestigiosos directores de cine documental.","",""
"MXIM-AV-1-11-1","Clío","Martina Rangel, Adriana Rosique, Octavio Vázquez Mellado","","","","",""
"MXIM-AV-1-11-2","Museu de Etnología","","","","","",""
"MXIM-AV-1-11-3","Palmeraie et désert, Canal +","Claudine Nougaret","","","","",""
"MXIM-AV-1-11-4","Instituto Mora","Fernando Aguayo, Lourdes Roca","","","El Instituto Mora es un centro público CONACyT, dedicado a la investigación y docencia en historia y ciencias sociales. Se fundó en 1981, cuenta con una planta permanente de investigadores en diversas disciplinas y líneas de investigación e imparte diversos posgrados. En 1993, en el área de Historia Oral, comienza la producción audiovisual, con el documental Un pueblo en la memoria. Desde entonces, el Instituto ha seguido produciendo documental a partir de los resultados de diversas investigaciones. En el 2000 se conforma el Laboratorio Audiovisual de Investigación Social, donde se ha seguido realizando documental, en el marco de su objetivo central: desarrollar investigación social con y sobre imágenes de los siglos XIX a XXI. A la fecha el LAIS ha producido: Un pueblo en la memoria (1994), Tradición o modernidad: reto de una generación (1996), El buen restaurador ama lo antiguo (1997), Cuando la rumba nos conoció (1998), Mi Multi es mi Multi (1999), Km. C-62 Un nómada del riel (2000), El arte de hacer ciudad (2000), De dolor y esperanza (2002), Revelando el rollo. Los usos de lo visual en la investigación social (2002), El triángulo de Tacubaya (2005), Ciudad Olimpia. El año en que fuimos modernos (2007), De la tele a la boca. Una reflexión sobre desarrollo infantil y televisión (2008) e Historias para no pensar (2012)","",""
"MXIM-AV-1-11-5","Consejo Nacional para la Cultura y las Artes (CONACULTA), Dirección General de Culturas Populares","Gary Pierre-Charles","","El Consejo Nacional para la Cultura y las Artes (CONACULTA) tiene como misión fundamental integrar y coordinar de manera armoniosa la labor de los organismos, dependencias e instituciones del gobierno que desarrollan la política cultural del Estado Mexicano. En atención a las exigencias y requerimientos de orden cultural de la sociedad mexicana, a partir de la creación del CONACULTA, se da origen a diversos programas y acciones, con el propósito fundamental de enriquecer la identidad cultural de los mexicanos. La instancia se desprendió de las unidades administrativas de la anterior Subsecretaría de Cultura de la Secretaría de Educación Pública, y de las diferentes instituciones y dependencias de otras secretarías que por sus funciones de carácter cultural han sido transferidas en distintos momentos; y, finalmente, de las entidades adscritas al área de Cultura, varias de larga tradición. (Fuente: http://www.conaculta.gob.mx/consejo_quienes.html)","","",""
"MXIM-AV-1-11-6","Editorial Clío","","","","","",""
